SID,grade,clock,cohort,LD33,SS
2696495,6,0,5,Never,228
7890974,8,2,7,Never,241
1886738,7,1,5,Never,224
4724607,8,2,5,Never,234
12549045,8,2,6,Never,238
7099347,6,0,6,Never,239
7742223,6,0,7,Never,212
7001681,8,2,6,Never,236
6374255,6,0,5,Never,225
9204253,6,0,7,Never,224
1568868,8,2,5,Never,240
1052519,8,2,5,Never,235
8036470,8,2,7,Never,244
1935143,7,1,5,Never,225
3750094,6,0,5,Never,225
7136978,7,1,6,Never,222
8239711,7,1,7,Never,240
9685049,7,1,6,Never,212
6956289,6,0,7,Never,216
11213620,7,1,7,Never,229
3849023,8,2,5,Never,242
7979746,7,1,7,Never,237
8178925,8,2,7,Never,222
8097550,7,1,7,Never,240
7967608,6,0,7,Never,241
8966842,7,1,5,Never,214
6538711,8,2,5,Never,262
4542673,8,2,6,Never,241
8325979,6,0,7,Never,237
2790157,7,1,6,Never,220
4408268,8,2,5,Never,237
3400816,6,0,5,Never,228
5233569,8,2,5,Never,226
5988012,8,2,5,Never,249
8075387,7,1,7,Never,229
3795918,7,1,5,Never,248
8066663,8,2,7,Never,243
4182685,8,2,5,Never,227
7791968,6,0,7,Never,222
5479924,8,2,5,Never,232
6300782,6,0,5,Never,224
8238154,7,1,5,Never,240
8172579,8,2,7,Never,244
4227069,6,0,5,Never,225
4489454,8,2,5,Never,231
11763221,7,1,6,Always,217
7308167,7,1,6,Never,230
4084993,6,0,5,Never,238
614114,8,2,5,Never,236
7953410,7,1,7,Never,228
6847803,8,2,6,Always,223
8210365,8,2,6,Never,239
9850082,6,0,6,Never,227
11283815,7,1,5,Never,226
4091361,6,0,5,Never,258
3693392,8,2,5,Never,267
3498360,8,2,5,Never,250
7402295,8,2,7,Never,253
2539829,6,0,5,Never,222
6719600,8,2,6,Never,256
9433120,6,0,6,Never,240
6532195,8,2,6,Always,227
7110146,6,0,6,Never,230
12111597,8,2,6,Never,238
6552005,7,1,6,Never,246
7182198,8,2,6,Never,235
1874551,6,0,5,Never,223
7996993,7,1,7,Never,238
9743286,6,0,6,Never,237
505358,6,0,6,Never,215
8093296,6,0,7,Never,221
6094848,8,2,5,Never,244
5465478,6,0,5,Never,226
9665072,6,0,6,Never,220
2396572,8,2,5,Never,249
9232877,7,1,6,Never,226
7996993,7,1,7,Never,216
6844421,7,1,6,Never,228
7987536,7,1,7,Never,232
2942313,8,2,6,Always,227
6897967,8,2,7,Never,232
7768699,6,0,7,Never,229
10841075,8,2,5,Never,233
3808920,7,1,5,Never,252
8342032,7,1,7,Never,242
7738153,8,2,7,Never,233
5740916,6,0,5,Never,228
8246238,6,0,7,Never,226
8142629,6,0,6,Never,239
7211155,7,1,6,Never,247
6853579,7,1,6,Never,227
7173512,6,0,6,Never,222
6703372,6,0,7,Never,228
5189438,6,0,5,Always,209
7786999,6,0,7,Never,232
7890826,6,0,7,Never,211
6814867,7,1,5,Never,232
7036027,7,1,6,Never,235
7002823,8,2,7,Never,238
272531,8,2,5,Never,232
4246659,7,1,5,Never,242
8019320,6,0,7,Never,244
4711130,6,0,5,Never,236
7728514,7,1,7,Never,245
7110154,7,1,6,Never,227
7772661,7,1,7,Never,226
6439853,7,1,5,Never,228
8240531,6,0,7,Never,246
12201529,8,2,7,Never,226
8031835,8,2,7,Sometimes,213
8090416,8,2,7,Never,242
7069677,8,2,6,Never,235
6641547,8,2,6,Never,247
2826895,7,1,5,Never,248
7069677,6,0,6,Never,224
6570534,8,2,6,Never,229
7355076,8,2,6,Never,232
11498862,6,0,7,Never,222
9126228,8,2,7,Never,224
7213220,7,1,6,Never,228
7719361,7,1,7,Never,245
8203059,6,0,7,Never,228
7495587,7,1,7,Always,218
7172648,7,1,5,Never,228
6507441,8,2,5,Always,239
7733402,6,0,7,Never,220
8087784,6,0,7,Never,225
3400840,7,1,5,Never,243
6950043,7,1,6,Never,244
8215332,7,1,5,Never,219
6454704,8,2,5,Never,239
4999606,7,1,6,Sometimes,227
4436741,6,0,5,Never,224
8179727,6,0,7,Never,236
6645291,7,1,6,Never,238
1891685,7,1,5,Always,238
8239207,6,0,7,Never,231
5651476,8,2,5,Always,229
6570151,8,2,6,Never,238
6945767,6,0,6,Never,234
6733875,8,2,6,Never,243
7738153,7,1,7,Never,232
7988966,7,1,7,Never,222
3864537,8,2,6,Never,244
7948360,7,1,7,Never,241
9106596,6,0,7,Never,216
891614,6,0,5,Never,234
588199,7,1,5,Never,239
9029664,7,1,6,Never,243
6858740,7,1,6,Never,222
11429119,7,1,6,Never,228
3232662,6,0,5,Never,227
6740391,8,2,7,Never,232
6654983,6,0,6,Never,250
12564249,8,2,6,Never,228
12162647,7,1,7,Sometimes,218
8452059,7,1,7,Never,232
1112929,6,0,5,Always,227
12564524,6,0,6,Never,238
8800219,8,2,7,Never,241
9433120,7,1,7,Never,227
7170114,8,2,6,Never,231
8228566,6,0,5,Always,209
9743286,7,1,5,Never,234
8042705,6,0,7,Never,218
3462501,6,0,5,Never,214
11807652,7,1,5,Never,218
7045255,7,1,6,Never,253
3252108,7,1,7,Never,220
6683258,8,2,5,Never,243
2226030,8,2,5,Never,231
8014167,6,0,7,Never,224
7100760,6,0,6,Never,222
9419721,6,0,6,Never,244
8030952,6,0,7,Never,223
7273517,7,1,6,Never,256
6884644,7,1,6,Never,234
8068054,8,2,7,Never,239
1663461,8,2,5,Never,229
9381384,6,0,5,Never,236
8178089,6,0,6,Never,234
8134510,6,0,7,Never,228
10076972,7,1,6,Never,261
7643306,6,0,7,Never,230
8170339,6,0,7,Never,219
4413474,8,2,5,Never,233
6542581,6,0,5,Never,254
7289413,8,2,6,Never,237
6579396,8,2,6,Never,239
717746,7,1,5,Never,234
6646999,7,1,6,Never,226
7904118,6,0,7,Never,229
8277990,8,2,7,Never,225
7770111,8,2,7,Never,229
8107785,8,2,7,Never,218
8181136,6,0,7,Sometimes,221
10307796,6,0,6,Never,235
3073440,7,1,6,Never,242
6740391,6,0,6,Never,229
6712541,6,0,6,Never,234
946427,8,2,5,Never,255
7846029,7,1,7,Never,238
7799829,8,2,7,Sometimes,224
1560344,6,0,5,Never,225
4588797,8,2,5,Never,266
2355639,8,2,5,Never,236
6727301,8,2,6,Never,239
3368092,7,1,5,Never,263
7642768,8,2,7,Never,244
7958625,7,1,7,Never,232
9650423,7,1,7,Never,232
6897010,8,2,6,Never,228
8178925,7,1,7,Never,232
4520912,8,2,5,Never,234
4928121,6,0,5,Never,225
7782837,8,2,7,Never,234
6918298,7,1,6,Never,236
6693997,6,0,5,Never,226
12542512,7,1,6,Never,237
12542512,8,2,6,Never,238
7823258,8,2,7,Never,239
6541267,6,0,6,Never,240
6762026,7,1,6,Never,227
5005094,8,2,5,Never,239
7614543,6,0,7,Never,224
7940696,6,0,6,Always,216
7890710,8,2,7,Never,252
6894011,8,2,6,Never,230
6374697,8,2,5,Never,245
9715509,8,2,5,Never,248
8223033,8,2,7,Never,239
1122053,6,0,5,Never,235
6863280,7,1,6,Never,230
7377088,8,2,5,Never,229
5571308,7,1,5,Never,241
7989539,6,0,7,Never,222
8309051,7,1,7,Never,233
8156131,6,0,6,Never,221
8321493,6,0,7,Never,223
8005834,6,0,7,Never,217
11390077,7,1,6,Never,222
7696477,7,1,7,Never,223
5656214,6,0,5,Never,219
6542581,8,2,6,Never,256
12464821,6,0,6,Never,243
6864317,8,2,6,Never,230
753440,6,0,5,Never,216
6572669,7,1,6,Never,242
7006039,6,0,6,Never,211
6557856,6,0,6,Never,231
2969270,6,0,5,Never,218
7229011,6,0,6,Never,222
7113765,6,0,6,Never,225
8170673,8,2,7,Never,258
9098127,8,2,7,Never,256
7772092,7,1,6,Never,225
6611060,7,1,6,Never,235
3705722,7,1,5,Never,233
3635937,6,0,5,Never,233
7735030,7,1,7,Never,237
6615082,7,1,6,Never,244
2994232,8,2,5,Never,247
7896891,7,1,7,Never,246
7841728,6,0,6,Never,223
499544,6,0,5,Never,213
8277990,8,2,7,Never,237
7984219,7,1,7,Never,238
6913857,7,1,6,Never,253
7712081,7,1,7,Never,240
6985033,8,2,6,Never,244
8306761,8,2,7,Never,260
9870628,8,2,7,Never,236
11427108,7,1,6,Never,226
4177568,6,0,5,Never,231
7039751,7,1,6,Never,255
4369661,6,0,5,Never,212
6933300,8,2,6,Never,236
7433654,6,0,6,Never,256
13679236,6,0,7,Never,229
7807805,7,1,7,Never,234
8704716,8,2,7,Never,238
4859618,8,2,5,Never,243
8194351,6,0,7,Never,224
8444951,7,1,7,Never,239
6531474,6,0,6,Never,245
7793391,8,2,6,Never,240
6631029,7,1,6,Never,231
7007760,7,1,7,Never,229
7354061,8,2,6,Never,263
5658772,6,0,5,Never,236
5757797,8,2,5,Never,253
2873338,8,2,5,Never,226
8151539,7,1,7,Never,241
4276558,8,2,6,Never,237
8108838,6,0,7,Never,245
4408268,6,0,5,Never,216
6740944,6,0,7,Never,223
8004617,8,2,7,Never,237
6085709,8,2,5,Never,227
8276293,6,0,7,Never,233
6774563,8,2,6,Never,239
8068054,7,1,5,Never,239
7744749,6,0,7,Never,242
12758051,6,0,6,Never,221
12235016,8,2,6,Never,218
6873340,6,0,6,Never,217
7778171,7,1,7,Always,221
4426266,8,2,5,Never,234
6850650,6,0,6,Never,232
12179787,7,1,5,Never,229
3396274,8,2,5,Never,251
272531,8,2,5,Never,225
188557,7,1,5,Never,220
4079019,7,1,5,Never,239
7189761,8,2,6,Never,228
764086,8,2,5,Never,228
8290946,7,1,7,Never,233
7258720,6,0,5,Never,207
11763221,7,1,6,Never,230
1121774,7,1,5,Never,235
6533329,8,2,6,Never,225
6896073,8,2,6,Never,233
6557775,8,2,6,Never,231
6936393,8,2,5,Never,249
9204458,7,1,5,Never,235
2814889,6,0,5,Never,223
11389788,6,0,5,Never,231
7432860,8,2,6,Never,248
6923100,8,2,6,Never,225
6650244,8,2,5,Never,242
7267258,7,1,6,Never,244
7063288,6,0,6,Never,229
8057435,8,2,7,Never,223
7788185,7,1,7,Never,220
6846629,6,0,6,Always,221
8206864,7,1,6,Never,246
7974620,6,0,6,Never,221
9221751,6,0,5,Never,231
1060066,6,0,5,Never,230
8206864,8,2,7,Never,247
4061640,8,2,5,Never,234
6825850,7,1,6,Never,224
7891938,6,0,7,Never,240
1904531,8,2,5,Never,223
5390656,8,2,5,Never,232
8345562,7,1,7,Never,235
1172522,7,1,5,Never,224
7290152,8,2,6,Never,232
500828,8,2,5,Never,238
8127611,8,2,7,Never,240
11820292,6,0,6,Never,218
9062521,8,2,7,Sometimes,220
6809642,7,1,6,Never,231
8308691,6,0,7,Never,225
3808920,7,1,5,Never,223
4140796,8,2,5,Never,243
1343130,6,0,5,Never,216
10076646,7,1,5,Never,228
6569765,8,2,6,Never,233
6807712,8,2,6,Never,242
1761285,8,2,5,Never,223
502154,8,2,5,Never,233
8252084,7,1,7,Never,235
6951740,8,2,5,Never,235
6665640,7,1,6,Never,223
8124604,6,0,7,Never,236
6576559,8,2,6,Never,232
1588591,6,0,5,Never,228
3132102,8,2,5,Never,253
9162623,6,0,7,Never,215
7995601,7,1,7,Never,243
7034113,6,0,6,Never,227
6594425,8,2,6,Never,233
2213753,6,0,5,Never,221
2233274,8,2,5,Never,222
7170688,8,2,6,Never,245
3462560,7,1,5,Never,239
7971990,8,2,7,Never,248
9421165,7,1,7,Never,248
7778481,6,0,7,Never,263
6641075,6,0,6,Never,227
888273,6,0,5,Never,224
4519205,6,0,5,Never,221
10949852,6,0,7,Never,221
7011687,8,2,6,Never,245
5660491,7,1,5,Never,225
6810497,8,2,6,Never,248
4698460,6,0,5,Never,218
1576275,7,1,5,Never,219
3108392,8,2,5,Never,210
6567231,6,0,6,Sometimes,204
5556074,6,0,5,Never,217
7252889,7,1,6,Never,246
2344165,6,0,5,Never,225
7139497,7,1,5,Never,236
7653549,6,0,7,Never,226
6933300,7,1,6,Never,230
7877684,6,0,7,Never,237
8336237,8,2,7,Always,228
6735355,6,0,7,Never,227
8068054,6,0,5,Never,256
6890156,6,0,6,Never,235
7763409,6,0,7,Never,222
9001093,6,0,7,Never,248
7106203,8,2,6,Never,232
3441970,7,1,5,Never,227
7039522,6,0,6,Never,235
8281912,7,1,7,Always,222
7953526,8,2,7,Never,268
10396438,6,0,6,Never,224
8280959,8,2,7,Never,235
6486738,8,2,5,Never,235
667102,7,1,5,Never,239
6683304,6,0,6,Never,239
1204033,6,0,5,Never,233
7010907,8,2,6,Never,229
4578716,7,1,5,Never,226
7198280,8,2,6,Never,259
3725774,8,2,5,Never,253
4652282,8,2,5,Never,239
12235016,8,2,7,Never,234
1049178,7,1,5,Never,247
5962757,8,2,5,Never,225
6884725,8,2,7,Never,247
2842513,8,2,6,Never,247
11704608,7,1,7,Always,220
6920209,6,0,6,Never,217
7854498,8,2,7,Never,252
8336784,6,0,7,Never,227
6852246,7,1,6,Never,234
6961347,8,2,6,Never,229
501522,6,0,5,Always,213
7172680,8,2,6,Never,252
10602828,7,1,7,Never,229
12164054,8,2,7,Never,251
9792937,8,2,5,Never,218
9093109,8,2,5,Never,236
936901,7,1,5,Never,227
13033360,6,0,6,Never,208
4226585,7,1,5,Never,237
7822766,8,2,7,Always,230
5172608,8,2,5,Always,231
7893663,6,0,7,Always,225
7476620,7,1,5,Never,226
6636837,7,1,7,Never,233
7803354,7,1,7,Never,228
8075840,7,1,7,Never,239
8212368,7,1,7,Never,234
7616821,6,0,7,Never,211
3397033,6,0,5,Never,249
8231591,6,0,7,Never,224
3750167,6,0,5,Never,229
7308167,6,0,5,Never,199
8343683,8,2,7,Never,253
9651071,6,0,5,Never,229
9293884,7,1,5,Never,236
6532195,7,1,6,Never,241
6863078,6,0,7,Always,219
503142,6,0,5,Never,237
7736290,8,2,7,Never,269
10330429,6,0,6,Never,202
7036302,6,0,6,Never,233
1804316,8,2,6,Never,236
6732585,6,0,6,Never,249
9870628,7,1,5,Never,241
7723520,7,1,7,Never,247
8342873,7,1,6,Always,221
671908,7,1,5,Never,252
11093854,8,2,6,Never,254
7792891,6,0,7,Never,222
5569842,8,2,5,Never,230
6527140,8,2,6,Never,237
7713657,6,0,7,Sometimes,199
746479,7,1,5,Never,252
12009075,8,2,5,Never,222
8464405,7,1,7,Never,229
7153198,6,0,6,Never,232
3792323,8,2,5,Never,229
500070,7,1,5,Never,222
7036027,8,2,6,Never,237
7979584,6,0,7,Never,218
6725406,8,2,6,Never,236
4076966,6,0,5,Never,228
2342936,8,2,5,Never,238
11330430,6,0,5,Never,236
6821472,6,0,6,Never,242
8345279,7,1,7,Never,233
8296995,7,1,7,Never,259
6755860,8,2,6,Never,223
7095775,8,2,6,Never,224
7234732,7,1,6,Never,235
7747594,6,0,7,Always,213
5657032,8,2,5,Never,247
936286,8,2,5,Never,232
191833,8,2,5,Never,227
8242100,6,0,7,Never,234
7967535,6,0,7,Never,233
3256367,8,2,5,Never,248
6701027,6,0,5,Never,247
9912452,7,1,5,Never,241
7306679,8,2,6,Never,224
7953410,7,1,7,Never,230
8177864,7,1,7,Never,249
7181868,6,0,6,Never,219
2994232,7,1,5,Never,245
5393442,6,0,5,Never,220
1060791,6,0,5,Never,227
11112700,8,2,5,Never,228
3367908,8,2,6,Never,236
7949154,6,0,6,Never,222
7768575,6,0,7,Never,227
6926169,7,1,6,Never,228
9377743,7,1,7,Never,232
4436741,8,2,5,Never,254
7038089,6,0,6,Never,219
4713575,8,2,5,Never,232
11277556,8,2,7,Never,241
7785356,8,2,7,Never,240
4227158,6,0,5,Never,230
2994232,8,2,5,Never,268
6528821,6,0,6,Never,239
6857477,7,1,5,Never,232
8200378,6,0,7,Never,221
12162647,8,2,7,Always,243
12235016,6,0,7,Never,223
11917385,6,0,6,Never,238
6454720,8,2,5,Never,236
7823053,7,1,7,Never,235
4722752,8,2,6,Never,259
8439052,6,0,6,Never,228
8237441,7,1,7,Never,237
7059841,7,1,6,Never,239
502618,8,2,5,Never,226
7896891,8,2,7,Never,246
6814867,6,0,5,Never,225
8041431,8,2,7,Always,227
7357109,8,2,6,Never,237
2483882,7,1,5,Never,237
1172522,6,0,5,Never,243
8337152,8,2,7,Always,237
5954487,8,2,5,Never,231
6791999,6,0,6,Sometimes,215
5758696,8,2,5,Never,257
7207611,8,2,6,Never,245
1112929,8,2,5,Never,237
2477122,7,1,5,Always,232
7770081,6,0,7,Never,227
5760798,7,1,5,Never,234
5469244,6,0,5,Never,227
8510563,7,1,5,Never,230
8214700,7,1,6,Never,229
7139497,6,0,5,Never,246
8014701,7,1,7,Never,235
10457844,7,1,5,Never,242
3021920,7,1,5,Never,233
8337012,8,2,7,Never,244
5381363,6,0,5,Never,223
6354149,6,0,5,Never,222
4114213,6,0,5,Never,229
7007396,6,0,6,Never,234
6720471,6,0,6,Never,230
6565727,7,1,5,Never,255
6527043,6,0,6,Never,217
452394,6,0,5,Never,212
10068570,8,2,7,Never,221
6660258,8,2,6,Never,241
2365243,7,1,5,Never,233
7872542,7,1,7,Never,234
7354290,6,0,6,Never,223
8139016,8,2,7,Always,238
9244662,8,2,7,Never,242
7949154,6,0,7,Never,229
1891685,8,2,5,Never,227
8151105,7,1,7,Never,232
6808743,6,0,6,Never,221
2721570,8,2,5,Never,255
6552080,8,2,6,Never,246
5393442,8,2,5,Never,229
6545785,7,1,6,Always,217
9039023,8,2,7,Never,237
8107580,8,2,7,Never,251
7113617,6,0,6,Never,220
8152705,8,2,7,Never,253
12058300,8,2,7,Never,237
6679161,6,0,6,Never,231
1588117,6,0,5,Never,225
7949448,6,0,5,Never,223
9651071,6,0,7,Never,223
8059063,7,1,7,Never,244
6965504,7,1,6,Never,237
7696930,6,0,7,Never,229
7038186,8,2,6,Never,246
6611060,6,0,6,Never,236
6567231,6,0,6,Never,237
8336784,6,0,7,Never,229
8097267,7,1,7,Never,233
265373,8,2,5,Never,222
8044813,6,0,7,Never,229
6527698,8,2,6,Never,246
4719220,7,1,5,Never,222
5007364,8,2,5,Never,232
3163350,6,0,6,Never,247
6936393,6,0,5,Never,220
6636187,6,0,5,Never,245
8242100,6,0,7,Never,221
3639681,6,0,5,Never,221
4406869,7,1,5,Never,254
7390947,6,0,7,Never,215
7310536,6,0,5,Always,217
8257930,6,0,7,Never,248
10035656,7,1,6,Never,248
7820070,8,2,7,Never,252
4072154,8,2,5,Never,248
7823894,7,1,7,Never,232
6708382,8,2,5,Never,261
6654711,6,0,6,Never,226
5479924,7,1,5,Never,227
6976212,6,0,6,Never,220
2752808,6,0,5,Never,236
1060791,6,0,5,Never,222
8692335,6,0,7,Never,243
8052948,7,1,7,Never,237
7985185,8,2,7,Never,236
6363148,6,0,5,Always,224
7843607,6,0,7,Never,228
8640580,6,0,7,Never,250
7138547,8,2,6,Never,240
3342506,6,0,5,Never,227
7636083,8,2,7,Never,234
8232687,8,2,7,Always,221
11616563,8,2,5,Never,246
12554464,7,1,6,Never,232
3145409,6,0,5,Never,227
2282860,8,2,5,Never,245
8706271,8,2,5,Sometimes,232
10021108,6,0,6,Never,213
7693397,7,1,7,Never,226
8032939,7,1,7,Never,240
8350728,7,1,7,Never,230
6894011,6,0,6,Never,229
7738153,7,1,7,Never,231
1052519,7,1,5,Never,235
3808319,6,0,5,Never,237
971847,6,0,5,Never,211
8132453,6,0,7,Never,227
8318751,7,1,7,Always,231
7768427,8,2,7,Never,230
6693504,8,2,6,Always,222
7838174,8,2,7,Never,210
2448661,7,1,5,Never,247
6568513,8,2,6,Never,252
7011687,8,2,6,Never,233
5207630,7,1,5,Never,229
8126135,7,1,7,Never,244
10076646,7,1,6,Sometimes,224
8049467,8,2,7,Never,255
6741770,8,2,6,Never,236
8043604,6,0,7,Never,224
4528980,7,1,5,Never,241
7765975,6,0,7,Never,228
7495587,7,1,7,Always,237
6945767,6,0,6,Never,227
7958277,8,2,7,Never,245
7835620,8,2,7,Never,233
7234732,6,0,6,Never,225
3145867,8,2,5,Never,235
9936637,8,2,6,Never,238
7966628,6,0,7,Never,233
753440,6,0,5,Never,218
3656721,8,2,5,Never,258
8064458,8,2,6,Never,243
8253293,6,0,7,Never,233
7004133,8,2,6,Never,251
7504349,8,2,7,Never,238
6701469,7,1,6,Never,252
8252025,8,2,7,Never,244
935786,7,1,5,Never,234
6572669,8,2,6,Never,225
3444961,7,1,6,Never,227
7728514,7,1,5,Never,243
3127265,7,1,5,Never,225
6762301,8,2,6,Never,268
7981708,7,1,7,Never,237
6987346,6,0,6,Never,242
8450447,7,1,7,Sometimes,225
8043604,7,1,7,Never,237
7741448,8,2,7,Never,238
7182562,6,0,6,Sometimes,208
6624685,7,1,6,Never,232
6851339,6,0,6,Never,222
8178089,7,1,7,Never,232
7304641,8,2,6,Never,227
1059017,8,2,5,Never,229
7173512,7,1,6,Never,243
4022955,8,2,6,Sometimes,234
12009075,8,2,7,Never,237
6530613,6,0,5,Never,237
8016321,6,0,7,Never,222
8106509,6,0,7,Never,229
6331246,8,2,5,Never,229
8124191,7,1,7,Never,234
1467271,6,0,5,Never,251
8333858,8,2,6,Never,249
3697509,7,1,5,Always,226
12021334,6,0,7,Never,236
8252149,8,2,7,Never,238
193216,8,2,5,Never,228
6892094,8,2,6,Never,235
2805278,8,2,5,Never,227
6518125,6,0,6,Never,222
6556302,7,1,6,Never,226
3287866,6,0,5,Never,213
3230414,6,0,5,Never,220
6726402,7,1,6,Never,243
7141793,7,1,6,Never,231
10741984,8,2,5,Never,230
6604951,6,0,6,Never,223
3084108,7,1,5,Never,231
8108552,8,2,7,Never,237
1059017,6,0,5,Never,233
7793332,7,1,7,Never,231
2876973,6,0,5,Never,239
2326035,6,0,5,Never,225
7100272,8,2,5,Never,243
12226661,8,2,6,Never,232
8274029,7,1,7,Never,239
6168892,6,0,5,Never,222
6919340,8,2,6,Never,240
9419721,6,0,7,Never,221
6999778,7,1,6,Never,250
2640988,7,1,5,Never,239
12464821,6,0,7,Never,218
5286204,8,2,5,Never,243
7065698,8,2,5,Never,246
5510228,7,1,5,Never,226
9555889,6,0,7,Never,226
7696175,8,2,7,Always,222
6636187,6,0,6,Never,231
11415762,7,1,7,Never,268
12226513,8,2,6,Never,244
6531776,6,0,6,Never,274
9001093,6,0,7,Never,223
6249019,7,1,6,Never,229
4118685,7,1,5,Never,241
5121701,7,1,5,Always,226
7992521,8,2,7,Never,241
6951139,8,2,6,Never,233
13387561,6,0,7,Never,224
6683304,8,2,6,Never,227
6554806,8,2,6,Never,239
2309769,7,1,5,Never,232
7039522,8,2,6,Never,231
12112941,6,0,6,Never,226
7891938,8,2,7,Never,257
7099975,8,2,6,Always,239
9990836,7,1,7,Never,260
7112653,6,0,6,Never,223
7755856,7,1,7,Never,242
9527990,7,1,6,Never,227
9190457,7,1,5,Never,241
2735202,8,2,5,Never,242
1614274,6,0,5,Never,222
5465265,6,0,5,Never,235
8284229,8,2,7,Never,252
174122,6,0,5,Never,236
7140746,8,2,6,Never,228
8325979,6,0,6,Always,214
7265042,7,1,6,Always,222
11108320,6,0,6,Never,221
6914748,7,1,6,Never,226
7959036,7,1,7,Never,236
1127659,7,1,5,Never,218
8116512,6,0,7,Never,229
4022955,7,1,5,Never,256
6631363,6,0,7,Never,229
7281064,7,1,6,Never,227
11456507,8,2,7,Never,256
7835620,8,2,7,Never,239
6479863,6,0,5,Never,233
7153333,8,2,6,Never,226
11093854,8,2,7,Never,236
7065817,6,0,5,Never,242
7736290,7,1,6,Never,229
6511082,7,1,5,Never,217
8450447,7,1,6,Never,230
8093539,6,0,7,Never,227
673404,6,0,6,Never,224
5653959,7,1,5,Never,245
580015,8,2,5,Never,241
1592440,6,0,5,Never,238
3400840,6,0,5,Never,224
5651476,6,0,5,Never,239
3696367,6,0,5,Never,212
7004885,6,0,6,Never,227
8967431,8,2,7,Never,266
8032602,6,0,7,Never,227
3940470,6,0,5,Never,238
7971850,8,2,6,Never,236
2909634,6,0,5,Never,218
3796523,6,0,5,Never,238
6828396,7,1,6,Never,253
6374220,8,2,5,Never,220
7232632,6,0,6,Never,228
7002823,8,2,6,Never,233
5178517,8,2,5,Always,220
5118425,6,0,5,Never,233
9112219,8,2,7,Never,231
8142629,8,2,7,Never,234
2448718,7,1,5,Never,238
7022980,6,0,6,Never,233
6878547,6,0,6,Sometimes,213
7265565,6,0,6,Never,207
7984448,6,0,6,Never,228
6634451,6,0,7,Never,234
8193606,8,2,7,Never,232
4061705,6,0,5,Never,221
6563856,8,2,6,Never,241
6995284,7,1,6,Never,230
7703864,8,2,7,Never,259
4939689,8,2,5,Never,235
10307796,8,2,7,Never,239
5393442,8,2,5,Never,235
10132716,6,0,5,Never,215
8134553,8,2,7,Never,234
7289251,6,0,6,Never,221
5759773,7,1,6,Never,221
12985155,8,2,6,Never,233
10390936,6,0,6,Never,240
7253869,7,1,6,Never,243
7006470,7,1,6,Never,226
6931839,6,0,6,Never,245
5569842,8,2,5,Never,233
6742041,6,0,6,Never,229
4999339,8,2,5,Never,231
10400176,6,0,5,Never,256
7289413,6,0,6,Never,223
11801883,8,2,5,Never,252
8528535,7,1,7,Never,231
11030038,7,1,7,Never,251
6720013,8,2,6,Never,233
7172656,8,2,6,Never,224
8226202,8,2,7,Never,215
8036470,8,2,7,Never,240
4627849,8,2,5,Never,249
7949154,6,0,7,Never,206
11039078,6,0,5,Never,215
9990836,6,0,7,Never,228
10697950,7,1,5,Never,230
4395867,6,0,5,Never,218
10990461,8,2,7,Never,225
10644075,7,1,5,Never,232
6649289,7,1,5,Never,235
7026331,6,0,7,Never,250
8253056,8,2,7,Never,246
6579353,7,1,6,Never,232
8103690,7,1,7,Never,256
4711130,8,2,5,Never,235
6761593,6,0,6,Never,235
6777562,7,1,6,Never,228
6319165,8,2,5,Never,234
7787006,8,2,7,Never,238
5277310,8,2,5,Never,234
7889941,6,0,6,Never,226
10863044,6,0,6,Never,246
12676357,8,2,7,Never,246
7844573,8,2,7,Never,232
7066406,6,0,6,Never,224
7847408,6,0,7,Never,218
10021108,7,1,6,Never,240
8052417,8,2,7,Never,252
8464405,7,1,6,Never,242
10602828,8,2,5,Never,252
1068474,7,1,5,Never,217
6933912,8,2,7,Never,224
8134537,8,2,7,Never,234
6931529,6,0,6,Never,232
8093296,6,0,7,Never,223
951242,6,0,5,Sometimes,205
7771738,8,2,7,Never,225
6884865,7,1,6,Never,217
6609198,6,0,6,Never,228
5233453,7,1,5,Always,229
8591962,8,2,7,Never,245
3891909,8,2,5,Always,237
8678979,8,2,5,Never,247
8029989,6,0,7,Never,229
7982526,6,0,7,Never,227
7893361,6,0,7,Never,236
2705974,6,0,5,Sometimes,223
7746202,8,2,7,Never,225
7036841,8,2,6,Never,246
12554464,6,0,6,Never,224
3021920,6,0,6,Never,210
3698467,8,2,5,Never,229
8246904,6,0,7,Never,227
7386095,7,1,6,Never,244
5461588,7,1,5,Never,240
8901511,6,0,7,Never,217
7457138,7,1,6,Never,242
11711418,8,2,5,Never,228
10367330,7,1,6,Never,228
8492786,7,1,5,Never,228
11291788,8,2,5,Never,232
3462501,7,1,6,Always,220
8165300,7,1,7,Never,242
9850082,6,0,7,Never,230
6701027,8,2,6,Never,241
9001093,8,2,6,Never,234
7265921,8,2,6,Never,239
6556728,8,2,6,Never,230
7171625,6,0,5,Never,221
7653549,6,0,7,Never,223
4654250,8,2,5,Never,231
5420369,8,2,5,Never,229
8029970,6,0,7,Never,238
1244450,7,1,6,Always,231
7482760,7,1,6,Never,226
6664261,8,2,6,Never,236
8444951,8,2,6,Never,235
6556728,7,1,6,Never,226
3839877,7,1,5,Never,227
8591962,6,0,7,Never,238
8193789,6,0,7,Never,223
6623255,6,0,6,Never,237
10459693,6,0,5,Never,218
6742041,8,2,5,Never,245
9433120,6,0,7,Never,215
7073925,8,2,7,Never,248
8020035,7,1,7,Never,252
7720521,8,2,7,Never,228
